Team,Speler,Selecties,Gestart,Ingevallen,Vervangen,Speelminuten,Goals,Penalties,Own Goals,Geel,Dubbelgeel,Rood,Clean sheets,Kapitein,Type,MVP p>20/90min,Goals/90min,Geel/90min,Selecties L5,Gestart L5,Ingevallen L5,Vervangen L5,Speelminuten L5,Goals L5,Penalties L5,Own goals L5,Geel L5,Dubbelgeel L5,Rood L5,Clean sheet L5,Kapitein L5,RAPM_per90,RAPM_off_per90,RAPM_def_per90,RAPM_SE_per90,RAPM_CI_low,RAPM_CI_high,RAPM_z,xPPM_per90,xPPM_SE,xPPM_CI_low,xPPM_CI_high,xPPM_z
K.S.C. Wielsbeke,Senne Van Thuyne,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
K.S.C. Wielsbeke,Seppe Jeroen Lecour,24,22,1,13,1873,18,5,0,2,0,0,0,0,Speler,0.74,0.865,0.096,5,4,1,3,358,2,0,0,0,0,0,0,0,0.77,0.39,0.39,1.779,-2.718,4.257,0.43,1.546,1.247,-0.899,3.991,1.24
K.S.C. Wielsbeke,Siebe Derycke,17,11,0,0,990,0,0,0,1,0,0,1,0,Keeper,0.591,0.0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.437,-0.289,-0.289,2.419,-5.178,4.304,-0.18,-0.81,1.548,-3.843,2.223,-0.52
K.S.C. Wielsbeke,Simon Vandenabeele,24,11,12,11,901,4,0,0,0,0,0,0,0,Speler,0.606,0.4,0.0,5,2,3,2,197,2,0,0,0,0,0,0,0,-1.127,-0.881,-0.881,1.558,-4.181,1.926,-0.72,-0.917,1.101,-3.074,1.24,-0.83
K.S.C. Wielsbeke,Thomas Coopman,22,22,0,12,1824,7,0,0,2,0,0,0,0,Speler,0.69,0.345,0.099,5,5,0,4,412,2,0,0,0,0,0,0,0,0.693,0.459,0.459,1.93,-3.09,4.475,0.36,0.778,1.328,-1.825,3.381,0.59
K.S.C. Wielsbeke,Vic Callens,19,13,0,0,1170,0,0,0,1,0,0,2,0,Keeper,0.692,0.0,0.077,5,5,0,0,450,0,0,0,0,0,0,0,0,0.219,0.108,0.108,2.464,-4.61,5.048,0.09,0.493,1.575,-2.594,3.581,0.31
K.S.C. Wielsbeke,Yoran De Ketelaere,5,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
KFC Aalbeke Sport A,Achraf Ettaj Taj,3,0,1,0,12,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.255,0.255,3.058,-5.83,6.159,0.05,0.817,1.942,-2.99,4.624,0.42
KFC Aalbeke Sport A,Amine Ahdach,20,12,7,6,1063,3,0,0,0,0,0,0,0,Speler,0.473,0.254,0.0,5,4,1,1,351,1,0,0,0,0,0,0,0,0.0,-0.06,-0.06,1.514,-2.966,2.967,0.0,-0.087,1.067,-2.177,2.004,-0.08
KFC Aalbeke Sport A,Ariel Kemeth Yobo,24,19,5,8,1728,2,0,0,1,0,0,0,0,Speler,0.544,0.104,0.052,5,3,2,1,308,0,0,0,0,0,0,0,0,0.933,0.569,0.569,1.698,-2.396,4.262,0.55,-0.013,1.192,-2.35,2.323,-0.01
KFC Aalbeke Sport A,Aymeric Cottenceau,23,20,3,18,1525,9,1,0,2,0,0,0,1,Speler,0.662,0.531,0.118,5,4,1,3,324,1,0,0,1,0,0,0,0,0.532,0.415,0.415,1.644,-2.69,3.755,0.32,1.03,1.148,-1.22,3.28,0.9
KFC Aalbeke Sport A,Bastien Servaege,4,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
KFC Aalbeke Sport A,Corentin Fabrice Cottenceau,22,22,0,7,1866,6,0,0,4,0,0,0,0,Speler,0.504,0.289,0.193,4,4,0,1,358,0,0,0,2,0,0,0,0,-0.228,-0.025,-0.025,2.045,-4.236,3.78,-0.11,-0.403,1.39,-3.127,2.32,-0.29
KFC Aalbeke Sport A,Edgar Dehaene,14,5,8,5,464,2,0,0,2,0,0,0,0,Speler,0.692,0.388,0.388,4,2,1,2,143,0,0,0,1,0,0,0,0,0.244,0.158,0.158,1.829,-3.34,3.829,0.13,-0.318,1.275,-2.817,2.181,-0.25
KFC Aalbeke Sport A,Jan De Winter,20,14,6,5,1357,0,0,0,7,0,0,0,0,Speler,0.539,0.0,0.464,3,2,1,0,205,0,0,0,2,0,0,0,0,0.843,0.464,0.464,1.665,-2.419,4.106,0.51,0.847,1.164,-1.435,3.129,0.73
KFC Aalbeke Sport A,Jasper Vanneste,13,3,6,3,327,1,0,0,0,0,0,0,0,Speler,0.284,0.275,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321,0.695,0.695,1.981,-2.561,5.204,0.67,1.65,1.365,-1.026,4.326,1.21
KFC Aalbeke Sport A,Jeroen Vlieghe,10,9,1,2,827,1,0,0,4,0,0,0,0,Speler,0.422,0.109,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003,0.642,0.642,1.84,-2.604,4.61,0.55,0.258,1.266,-2.223,2.739,0.2
KFC Aalbeke Sport A,Karel Van De Walle,24,16,2,4,1364,0,0,0,2,0,0,0,0,Speler,0.462,0.0,0.132,5,5,0,1,433,0,0,0,0,0,0,0,0,0.05,-0.005,-0.005,1.699,-3.28,3.38,0.03,0.184,1.172,-2.113,2.481,0.16
KFC Aalbeke Sport A,Lander Wyseur,19,11,5,0,1112,2,0,1,1,0,0,0,0,Speler,0.5,0.162,0.081,5,3,2,0,333,1,0,0,0,0,0,0,0,-0.231,-0.417,-0.417,1.707,-3.576,3.115,-0.14,0.375,1.173,-1.925,2.675,0.32
KFC Aalbeke Sport A,Marvin Pierre Turcan,17,14,3,7,1191,7,0,0,2,0,0,0,0,Speler,0.538,0.529,0.151,4,4,0,1,344,2,0,0,0,0,0,0,0,1.388,0.96,0.96,1.587,-1.723,4.499,0.87,0.371,1.11,-1.806,2.547,0.33
KFC Aalbeke Sport A,Mathias Deveugele,14,4,6,4,332,1,0,0,0,0,0,0,0,Speler,0.55,0.271,0.0,5,0,2,0,45,0,0,0,0,0,0,0,0,-0.462,-0.232,-0.232,2.055,-4.49,3.565,-0.22,-0.241,1.408,-3.0,2.518,-0.17
KFC Aalbeke Sport A,Matéo Gregory Martin,13,11,2,2,1034,0,0,1,1,0,0,0,0,Speler,0.36,0.0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036,-0.145,-0.145,1.975,-3.906,3.834,-0.02,-0.138,1.327,-2.739,2.462,-0.1
KFC Aalbeke Sport A,Maxim Vanhauwaert,2,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
KFC Aalbeke Sport A,Michael François Slowik,21,21,0,2,1856,4,0,0,4,1,0,0,0,Speler,0.58,0.194,0.194,4,4,0,1,358,0,0,0,1,0,0,0,0,-0.756,-0.493,-0.493,1.942,-4.562,3.05,-0.39,0.058,1.332,-2.553,2.669,0.04
KFC Aalbeke Sport A,Michaël Gouba,1,0,1,0,10,1,0,0,0,0,0,0,0,Speler,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0.733,0.733,3.078,-5.185,6.882,0.28,1.151,1.952,-2.674,4.977,0.59
KFC Aalbeke Sport A,Nathan Bunga Mbuta,12,2,9,1,354,1,0,0,0,0,1,0,0,Speler,0.421,0.254,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.79,-0.85,-0.85,1.983,-5.677,2.097,-0.9,-1.119,1.363,-3.79,1.552,-0.82
KFC Aalbeke Sport A,Pieter De Winter,23,23,0,1,2058,2,1,1,5,0,0,0,23,Speler,0.525,0.087,0.219,5,5,0,0,450,0,0,0,1,0,0,0,5,-0.182,-0.023,-0.023,2.461,-5.006,4.641,-0.07,-0.56,1.619,-3.734,2.614,-0.35
KFC Aalbeke Sport A,Romain Nicolas Petyt,8,2,3,1,165,0,0,1,2,0,0,0,0,Speler,0.5,0.0,1.091,3,0,1,0,2,0,0,0,0,0,0,0,0,1.263,0.757,0.757,2.434,-3.507,6.034,0.52,1.729,1.621,-1.449,4.907,1.07
KFC Aalbeke Sport A,Sabri Bensalim,16,14,2,3,1231,0,0,0,3,0,0,0,0,Speler,0.459,0.0,0.219,4,4,0,2,297,0,0,0,3,0,0,0,0,-0.235,-0.304,-0.304,1.736,-3.638,3.168,-0.14,-0.042,1.205,-2.404,2.32,-0.03
KFC Aalbeke Sport A,Taybi Bensalem,16,14,1,1,1246,0,0,0,5,0,0,0,0,Speler,0.657,0.0,0.361,5,5,0,0,450,0,0,0,0,0,0,0,0,-0.432,-0.171,-0.171,2.088,-4.524,3.659,-0.21,-0.556,1.397,-3.295,2.182,-0.4
KFC Aalbeke Sport A,Thibaut Millecamps,19,4,13,4,476,2,0,0,0,0,0,0,0,Speler,0.261,0.378,0.0,5,1,3,1,99,0,0,0,0,0,0,0,0,-0.399,-0.102,-0.102,1.79,-3.907,3.109,-0.22,-0.592,1.248,-3.037,1.854,-0.47
KFC Aalbeke Sport A,Thijs Debuyck,24,24,0,0,2160,0,1,1,2,0,0,4,0,Keeper,0.5,0.0,0.083,5,5,0,0,450,0,0,0,0,0,0,3,0,0.493,0.389,0.389,2.978,-5.344,6.33,0.17,0.511,1.864,-3.143,4.165,0.27
S.V. Wevelgem City A,Adan Lakhnigue,24,23,1,4,2015,1,0,0,3,0,0,0,0,Speler,0.422,0.045,0.134,4,3,1,1,283,0,0,0,1,0,0,0,0,0.513,0.453,0.453,2.02,-3.447,4.473,0.25,0.512,1.38,-2.192,3.216,0.37
S.V. Wevelgem City A,Ahmad Hussein,14,4,7,3,339,0,0,0,0,0,0,0,0,Speler,0.449,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123,-0.457,-0.457,2.122,-4.282,4.035,-0.06,-0.059,1.441,-2.884,2.767,-0.04
S.V. Wevelgem City A,Anton Masselis,1,0,0,0,0,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
S.V. Wevelgem City A,Ayrton Blieck,2,2,0,2,102,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.236,-0.774,-0.774,2.558,-6.25,3.777,-0.48,-0.525,1.692,-3.841,2.792,-0.31
S.V. Wevelgem City A,Clément Castelain,2,0,1,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.1,0.1,3.208,-6.216,6.358,0.02,0.008,2.008,-3.928,3.944,0.0
S.V. Wevelgem City A,Emiel Bridelance,18,11,3,4,935,0,0,0,1,0,0,0,0,Speler,0.531,0.0,0.096,4,2,2,1,177,0,0,0,0,0,0,0,0,0.877,0.645,0.645,1.766,-2.585,4.338,0.5,-0.984,1.222,-3.38,1.412,-0.8
S.V. Wevelgem City A,Emiel Deny,6,2,4,2,237,0,0,0,1,0,0,0,0,Speler,0.584,0.0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,1.053,1.053,2.339,-3.067,6.1,0.65,0.58,1.569,-2.495,3.655,0.37
S.V. Wevelgem City A,Evert Masselis,6,4,2,2,349,1,0,0,0,0,0,0,4,Speler,0.316,0.258,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0.829,0.829,2.135,-3.433,4.935,0.35,0.073,1.44,-2.751,2.896,0.05
S.V. Wevelgem City A,Jens Couckuyt,19,16,2,3,1353,0,0,0,1,0,0,0,0,Speler,0.469,0.0,0.067,5,5,0,2,357,0,0,0,1,0,0,0,0,-0.265,-0.139,-0.139,1.96,-4.107,3.577,-0.14,0.411,1.335,-2.206,3.027,0.31
S.V. Wevelgem City A,Jens Decoster,25,25,0,0,2250,1,0,0,0,0,0,0,0,Speler,0.42,0.04,0.0,5,5,0,0,450,1,0,0,0,0,0,0,0,-0.009,-0.061,-0.061,2.952,-5.794,5.777,-0.0,0.132,1.851,-3.497,3.761,0.07
S.V. Wevelgem City A,Jordy Beirlaen,18,16,2,7,1382,9,0,0,3,0,0,0,0,Speler,0.442,0.586,0.195,4,3,1,3,229,0,0,0,1,0,0,0,0,-0.172,-0.206,-0.206,1.653,-3.412,3.068,-0.1,0.533,1.155,-1.731,2.796,0.46
S.V. Wevelgem City A,Jorgen Rogiers,25,25,0,0,2189,0,0,0,1,0,1,9,21,Keeper,0.404,0.0,0.041,5,5,0,0,450,0,0,0,0,0,0,2,5,0.617,0.351,0.351,2.661,-4.599,5.832,0.23,-0.452,1.707,-3.798,2.893,-0.26
S.V. Wevelgem City A,Louis Taelman,18,17,1,5,1449,1,0,0,4,2,0,0,0,Speler,0.418,0.062,0.248,5,5,0,1,437,0,0,0,0,0,0,0,0,-0.606,-0.649,-0.649,1.856,-4.244,3.031,-0.33,-0.226,1.272,-2.719,2.268,-0.18
S.V. Wevelgem City A,Luka Bekaert,1,0,1,0,54,0,0,0,1,0,0,0,0,Speler,0.5,0.0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257,-0.167,-0.167,2.757,-5.66,5.146,-0.09,0.141,1.797,-3.381,3.662,0.08
S.V. Wevelgem City A,Mathis Beauprez,6,5,1,1,455,0,0,0,2,0,0,0,0,Speler,0.3,0.0,0.396,1,0,1,0,5,0,0,0,0,0,0,0,0,0.038,0.43,0.43,2.39,-4.647,4.723,0.02,-0.046,1.575,-3.134,3.042,-0.03
S.V. Wevelgem City A,Medjon Hoxha,24,16,7,11,1466,9,0,0,3,0,0,0,0,Speler,0.522,0.553,0.184,5,1,4,1,182,0,0,0,0,0,0,0,0,1.844,1.081,1.081,1.667,-1.423,5.111,1.11,1.674,1.166,-0.612,3.96,1.44
S.V. Wevelgem City A,Mehdi Oumedjeber,8,8,0,3,692,0,0,0,3,0,0,0,0,Speler,0.561,0.0,0.39,4,4,0,1,352,0,0,0,2,0,0,0,0,-0.412,-0.286,-0.286,2.161,-4.647,3.824,-0.19,0.242,1.456,-2.611,3.095,0.17
S.V. Wevelgem City A,Niall Preyers,6,0,2,0,12,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.674,-0.587,-0.587,3.03,-6.612,5.264,-0.22,0.051,1.932,-3.735,3.837,0.03
S.V. Wevelgem City A,Nicolas David Gamarra Gamarra,4,3,1,0,298,0,0,0,1,0,0,0,0,Speler,0.604,0.0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982,0.479,0.479,2.273,-3.473,5.436,0.43,0.499,1.52,-2.48,3.477,0.33
S.V. Wevelgem City A,Noah Halleumieux,22,16,6,9,1356,1,0,0,0,0,0,0,0,Speler,0.388,0.066,0.0,5,5,0,1,427,1,0,0,0,0,0,0,0,-0.102,0.136,0.136,1.626,-3.289,3.084,-0.06,-0.758,1.138,-2.989,1.473,-0.67
S.V. Wevelgem City A,Rabah Mazbouh,14,11,2,1,996,1,0,0,3,0,0,0,0,Speler,0.307,0.09,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.109,-1.455,-1.455,2.116,-6.257,2.039,-1.0,-0.646,1.424,-3.436,2.144,-0.45
S.V. Wevelgem City A,Raul Eduardo Deleu,5,0,3,0,49,0,0,0,0,0,0,0,0,Speler,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293,-0.2,-0.2,2.701,-5.587,5.001,-0.11,-0.067,1.775,-3.545,3.412,-0.04
S.V. Wevelgem City A,Robbe Dekiere,12,9,3,4,784,3,1,0,0,0,0,0,0,Speler,0.624,0.344,0.0,5,5,0,2,426,3,0,0,0,0,0,0,0,0.823,0.6,0.6,2.2,-3.488,5.135,0.37,0.694,1.479,-2.205,3.592,0.47
S.V. Wevelgem City A,Rube Seynaeve,2,0,1,0,5,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.762,-0.649,-0.649,3.131,-6.898,5.374,-0.24,0.107,1.975,-3.765,3.979,0.05
S.V. Wevelgem City A,Rune Vandamme,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
S.V. Wevelgem City A,Rémi Romuald Decavel,22,0,1,0,59,0,0,0,0,0,0,0,0,Keeper,0.5,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,-0.597,-0.387,-0.387,2.792,-6.068,4.875,-0.21,0.455,1.804,-3.081,3.99,0.25
S.V. Wevelgem City A,Said Hafidh Khatib,15,2,13,2,432,5,0,0,1,0,0,0,0,Speler,0.722,1.042,0.208,5,1,4,1,168,1,0,0,1,0,0,0,0,0.776,0.324,0.324,1.704,-2.564,4.117,0.46,-0.168,1.206,-2.532,2.195,-0.14
S.V. Wevelgem City A,Stef Boone,1,0,1,0,5,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0.054,0.054,3.126,-6.136,6.116,-0.0,0.117,1.974,-3.752,3.986,0.06
S.V. Wevelgem City A,Tibo Margo,23,21,2,10,1871,10,0,0,4,0,0,0,0,Speler,0.431,0.481,0.192,5,5,0,3,412,1,0,0,1,0,0,0,0,1.094,0.762,0.762,1.791,-2.415,4.604,0.61,0.461,1.244,-1.978,2.899,0.37
S.V. Wevelgem City A,Tjardo Vanderghinste,21,19,2,3,1664,3,0,0,5,0,0,0,0,Speler,0.34,0.162,0.27,5,3,2,2,280,0,0,0,1,0,0,0,0,-0.88,-0.576,-0.576,1.857,-4.519,2.76,-0.47,-0.557,1.277,-3.06,1.947,-0.44
S.V. Wevelgem City A,Victor Cuvelier,13,10,3,2,876,3,0,0,1,1,0,0,0,Speler,0.447,0.308,0.103,4,3,1,1,243,2,0,0,1,1,0,0,0,-0.029,0.041,0.041,1.863,-3.681,3.622,-0.02,-0.8,1.286,-3.32,1.72,-0.62
S.V. Wevelgem City A,Xander Vandenbroucke,2,0,1,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.1,0.1,3.208,-6.216,6.358,0.02,0.008,2.008,-3.928,3.944,0.0
S.V. Wevelgem City A,Yassin Amounan Battasse,20,10,10,5,952,2,0,0,2,0,0,0,0,Speler,0.308,0.189,0.189,4,0,4,0,26,0,0,0,0,0,0,0,0,0.237,0.087,0.087,1.704,-3.104,3.577,0.14,-0.449,1.188,-2.778,1.88,-0.38
Zwevegem Sport,Arthur Bracke,25,19,6,16,1442,5,0,0,0,0,0,0,0,Speler,0.644,0.312,0.0,5,4,1,4,302,0,0,0,0,0,0,0,0,0.422,0.418,0.418,1.673,-2.857,3.7,0.25,0.102,1.179,-2.209,2.414,0.09
Zwevegem Sport,Dieter Meulenyzer,19,8,8,3,880,2,0,0,1,0,0,0,0,Speler,0.801,0.205,0.102,5,5,0,1,435,1,0,0,1,0,0,0,0,-0.61,-0.288,-0.288,1.68,-3.902,2.682,-0.36,0.07,1.177,-2.236,2.376,0.06
Zwevegem Sport,Edouard Lootens,21,8,7,3,745,1,0,0,1,0,0,0,0,Speler,0.766,0.121,0.121,5,2,2,0,196,1,0,0,0,0,0,0,0,-0.233,0.035,0.035,1.562,-3.294,2.827,-0.15,-0.212,1.102,-2.372,1.949,-0.19
Zwevegem Sport,Gilles Garrevoet,25,25,0,5,2133,17,1,0,2,0,0,0,0,Speler,0.71,0.717,0.084,5,5,0,1,435,3,1,0,1,0,0,0,0,0.157,0.252,0.252,2.244,-4.242,4.556,0.07,0.205,1.516,-2.767,3.176,0.14
Zwevegem Sport,Henri Verlinde,15,0,1,0,29,0,0,0,0,0,0,0,0,Keeper,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.674,-0.628,-0.628,2.934,-6.425,5.078,-0.23,-0.528,1.882,-4.216,3.161,-0.28
Zwevegem Sport,Jimmy Leyder,22,21,1,7,1762,2,0,0,7,1,0,0,0,Speler,0.723,0.102,0.358,4,3,1,0,278,0,0,0,1,0,0,0,0,-0.234,-0.113,-0.113,1.798,-3.758,3.289,-0.13,0.635,1.238,-1.791,3.06,0.51
Zwevegem Sport,Jonas Defraeye,23,22,1,3,1975,4,2,0,3,0,0,0,22,Speler,0.727,0.182,0.137,4,4,0,2,344,2,0,0,0,0,0,0,4,0.591,0.402,0.402,2.029,-3.386,4.567,0.29,0.164,1.384,-2.548,2.877,0.12
Zwevegem Sport,Kenneth Deceuninck,22,22,0,5,1937,0,0,0,6,0,0,0,0,Speler,0.689,0.0,0.279,5,5,0,1,449,0,0,0,0,0,0,0,0,0.269,-0.005,-0.005,1.937,-3.528,4.066,0.14,-0.179,1.326,-2.777,2.42,-0.13
Zwevegem Sport,Kenny Van Damme,23,23,0,3,1965,0,0,0,2,0,0,0,0,Speler,0.713,0.0,0.092,5,5,0,1,434,0,0,0,0,0,0,0,0,-0.445,-0.27,-0.27,2.121,-4.601,3.712,-0.21,0.484,1.421,-2.3,3.269,0.34
Zwevegem Sport,Lenn D'Haene,15,5,5,2,506,0,0,0,0,0,0,0,0,Speler,0.729,0.0,0.0,4,2,2,0,212,0,0,0,0,0,0,0,0,0.482,0.304,0.304,1.935,-3.31,4.274,0.25,0.152,1.337,-2.468,2.773,0.11
Zwevegem Sport,Louis Callens,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Zwevegem Sport,Lowie Smet,21,12,9,6,1193,9,0,0,3,0,0,0,0,Speler,0.607,0.679,0.226,3,1,2,1,140,1,0,0,0,0,0,0,0,1.133,0.739,0.739,1.693,-2.185,4.452,0.67,-0.419,1.171,-2.714,1.876,-0.36
Zwevegem Sport,Mathias Meulenyzer,24,24,0,0,2160,0,0,0,2,0,0,0,0,Speler,0.708,0.0,0.083,5,5,0,0,450,0,0,0,0,0,0,0,0,0.49,0.021,0.021,2.427,-4.266,5.247,0.2,0.038,1.603,-3.104,3.18,0.02
Zwevegem Sport,Matts Deneir,23,23,0,0,2040,0,0,0,0,0,1,11,3,Keeper,0.728,0.0,0.0,5,5,0,0,450,0,0,0,0,0,0,3,1,1.128,0.74,0.74,2.477,-3.726,5.982,0.46,0.52,1.605,-2.626,3.667,0.32
Zwevegem Sport,Mauro Mercher,5,1,2,0,130,0,0,0,0,0,0,0,0,Speler,1.0,0.0,0.0,1,0,1,0,15,0,0,0,0,0,0,0,0,0.364,0.383,0.383,2.321,-4.185,4.913,0.16,0.418,1.569,-2.657,3.493,0.27
Zwevegem Sport,Mitch Voet,25,3,12,0,501,0,0,0,2,0,0,0,0,Speler,0.739,0.0,0.359,5,0,2,0,17,0,0,0,0,0,0,0,0,-0.431,-0.405,-0.405,1.839,-4.036,3.174,-0.23,0.183,1.261,-2.289,2.655,0.15
Zwevegem Sport,Monssef Znagui,18,17,1,3,1485,3,0,0,1,0,1,0,0,Speler,0.622,0.182,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.371,-0.182,-0.182,1.599,-3.504,2.762,-0.23,-0.161,1.125,-2.366,2.044,-0.14
Zwevegem Sport,Nathan Leyder,24,24,0,2,2107,2,0,0,5,0,0,0,0,Speler,0.682,0.085,0.214,5,5,0,1,442,0,0,0,2,0,0,0,0,0.082,0.063,0.063,2.401,-4.624,4.787,0.03,-0.142,1.584,-3.246,2.962,-0.09
Zwevegem Sport,Noah Decock,12,2,0,0,180,0,0,0,0,0,0,0,0,Keeper,0.75,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.364,-0.016,-0.016,2.623,-5.506,4.778,-0.14,0.282,1.697,-3.044,3.608,0.17
Zwevegem Sport,Stan Dujardin,1,0,0,0,0,0,0,0,0,0,0,0,0,Speler,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Zwevegem Sport,Tom Dekampener,13,1,11,1,262,1,0,0,0,0,0,0,0,Speler,0.593,0.344,0.0,3,0,3,0,48,1,0,0,0,0,0,0,0,0.399,0.349,0.349,1.938,-3.4,4.197,0.21,0.725,1.351,-1.922,3.373,0.54
Zwevegem Sport,Xanthi Ego,23,15,8,13,1215,3,0,0,0,0,0,0,0,Speler,0.736,0.222,0.0,5,4,1,3,303,2,0,0,0,0,0,0,0,-0.125,-0.01,-0.01,1.689,-3.435,3.185,-0.07,0.435,1.18,-1.877,2.746,0.37
